ID_Ativo,Frequencia_Falhas,Tempo_Operacao,Numero_Clientes_Afetados,Tipo_Ativo,Localidade,Historico_Manutencao,Impacto_DEC_FEC,Data_Evento,Ano
A-0023,0.125,0.025210084033613446,0.0,Seccionalizador,Zona Norte,Não,0.13736263736263737,2024-01-09,2024
A-0024,0.375,0.15336134453781514,0.47368421052631576,Cabo,Zona Oeste,Não,0.40976331360946744,2021-03-18,2021
A-0025,0.5,0.18277310924369752,0.0,Religador,Zona Oeste,Sim,0.3444632290786137,2022-06-20,2022
A-0026,0.125,0.23109243697478996,0.47368421052631576,Seccionalizador,Centro,Não,0.15025359256128487,2015-11-02,2015
A-0027,0.375,0.1596638655462185,0.47368421052631576,Seccionalizador,Zona Norte,Não,0.4300507185122569,2023-06-26,2023
A-0028,0.125,0.19747899159663868,0.15789473684210525,Seccionalizador,Zona Norte,Não,0.20942519019442096,2024-02-16,2024
A-0029,0.5,0.4621848739495799,0.15789473684210525,Transformador,Zona Sul,Não,0.5316990701606086,2012-03-01,2012
A-0030,0.5,0.40126050420168075,0.15789473684210525,Isolador,Zona Norte,Sim,0.49302620456466606,2021-12-25,2021
A-0031,0.25,0.38655462184873957,0.15789473684210525,Seccionalizador,Zona Oeste,Não,0.2751479289940828,2015-08-02,2015
A-0032,0.0,0.3466386554621849,0.47368421052631576,Cabo,Zona Sul,Não,0.02704987320371936,2019-09-16,2019
A-0033,0.0,0.2752100840336135,0.47368421052631576,Religador,Centro,Sim,0.07333051563820794,2014-01-10,2014
A-0034,0.25,0.033613445378151266,0.15789473684210525,Cabo,Centro,Não,0.30790363482671174,2024-02-10,2024
A-0035,0.25,0.14285714285714288,0.15789473684210525,Transformador,Zona Sul,Sim,0.24830938292476754,2019-01-15,2019
A-0036,0.25,0.21218487394957988,1.0,Transformador,Centro,Não,0.2954353338968723,2022-05-04,2022
A-0037,0.125,0.07773109243697479,1.0,Cabo,Zona Sul,Sim,0.21090448013524934,2024-05-15,2024
A-0038,0.625,0.5168067226890757,0.15789473684210525,Isolador,Zona Norte,Não,0.6187658495350803,2011-04-29,2011
A-0039,0.5,0.13025210084033614,0.15789473684210525,Transformador,Zona Norte,Sim,0.48964497041420113,2022-05-26,2022
A-0040,0.0,0.02941176470588236,0.05263157894736842,Transformador,Centro,Não,0.06699070160608622,2024-10-14,2024
A-0041,0.125,0.12394957983193278,1.0,Cabo,Zona Sul,Não,0.2030853761622992,2021-06-14,2021
A-0042,0.25,0.23529411764705888,0.05263157894736842,Transformador,Centro,Não,0.22041420118343194,2016-03-12,2016
A-0043,0.25,0.07773109243697479,0.15789473684210525,Isolador,Zona Sul,Não,0.2652155536770921,2024-09-20,2024
A-0044,0.0,0.15336134453781514,0.05263157894736842,Isolador,Zona Norte,Não,0.04416737109044802,2024-08-11,2024
A-0045,0.25,0.03151260504201681,0.05263157894736842,Isolador,Zona Sul,Não,0.2869822485207101,2024-04-19,2024
A-0046,0.25,0.11764705882352942,0.15789473684210525,Religador,Zona Norte,Sim,0.3245984784446323,2020-06-20,2020
A-0047,0.375,0.17226890756302526,1.0,Isolador,Centro,Sim,0.5312764158918005,2018-12-02,2018
A-0048,0.125,0.1596638655462185,0.0,Isolador,Zona Sul,Sim,0.158072696534235,2019-03-09,2019
A-0049,0.0,0.3046218487394958,0.15789473684210525,Religador,Centro,Sim,0.0606508875739645,2016-08-15,2016
A-0050,0.25,0.06932773109243698,0.0,Seccionalizador,Zona Norte,Não,0.23795435333896872,2022-08-08,2022
A-0051,0.25,0.22478991596638662,0.05263157894736842,Transformador,Centro,Sim,0.2933220625528318,2023-01-24,2023
A-0052,0.125,0.2605042016806723,0.15789473684210525,Isolador,Zona Sul,Não,0.13736263736263737,2023-09-13,2023
A-0053,0.375,0.09243697478991597,0.15789473684210525,Transformador,Zona Oeste,Não,0.39180050718512255,2022-09-28,2022
A-0054,0.25,0.07773109243697479,0.05263157894736842,Cabo,Zona Norte,Não,0.2669061707523246,2024-05-31,2024
A-0055,0.375,0.5189075630252101,0.15789473684210525,Transformador,Zona Norte,Não,0.40701606086221465,2021-11-27,2021
A-0056,0.25,0.1323529411764706,0.0,Religador,Zona Sul,Não,0.19188503803888418,2021-09-22,2021
A-0057,0.0,0.23319327731092443,0.15789473684210525,Transformador,Centro,Sim,0.06086221470836856,2015-12-22,2015
A-0058,0.25,0.23949579831932777,1.0,Transformador,Zona Oeste,Sim,0.37510566356720204,2015-04-26,2015
A-0059,0.125,0.04201680672268908,1.0,Transformador,Centro,Não,0.19505494505494503,2024-02-08,2024
A-0060,0.125,0.19957983193277312,0.15789473684210525,Seccionalizador,Zona Oeste,Não,0.19484361792054097,2021-04-21,2021
A-0061,0.375,0.19327731092436978,0.15789473684210525,Seccionalizador,Zona Sul,Não,0.3732037193575655,2024-07-22,2024
A-0062,0.125,0.5210084033613446,1.0,Cabo,Zona Sul,Não,0.24408284023668636,2017-12-11,2017
A-0063,0.5,0.19327731092436978,0.0,Religador,Zona Sul,Não,0.38778529163144543,2020-10-05,2020
A-0064,0.25,0.29621848739495804,0.47368421052631576,Transformador,Zona Norte,Não,0.3245984784446323,2023-07-07,2023
A-0065,0.0,0.3046218487394958,1.0,Transformador,Zona Norte,Sim,0.002324598478444632,2016-10-01,2016
A-0066,0.5,0.1365546218487395,0.0,Transformador,Centro,Não,0.34932375316990694,2024-05-28,2024
A-0067,0.625,0.6512605042016808,0.05263157894736842,Transformador,Zona Sul,Não,0.5534657650042265,2007-03-24,2007
A-0068,0.25,0.08823529411764708,1.0,Seccionalizador,Zona Sul,Sim,0.3353761622992392,2024-05-21,2024
A-0069,0.0,0.03151260504201681,0.15789473684210525,Cabo,Zona Oeste,Sim,0.052620456466610316,2024-01-05,2024
A-0070,0.0,0.1134453781512605,0.0,Isolador,Zona Norte,Não,0.005494505494505495,2024-08-25,2024
A-0071,0.125,0.023109243697478996,0.05263157894736842,Religador,Centro,Sim,0.18469991546914621,2024-05-17,2024
A-0072,0.125,0.09243697478991597,0.15789473684210525,Transformador,Zona Norte,Sim,0.19399830938292476,2023-02-02,2023
A-0073,0.25,0.17226890756302526,0.15789473684210525,Cabo,Zona Sul,Não,0.24260355029585795,2023-03-04,2023
A-0074,0.25,0.20798319327731096,0.47368421052631576,Isolador,Centro,Sim,0.32861369399830936,2021-01-13,2021
A-0075,0.625,0.12394957983193278,1.0,Cabo,Centro,Não,0.8155114116652579,2024-04-27,2024
A-0076,0.125,0.09243697478991597,0.05263157894736842,Seccionalizador,Zona Oeste,Sim,0.16420118343195267,2023-03-29,2023
A-0077,0.25,0.11134453781512606,0.15789473684210525,Isolador,Zona Norte,Não,0.2559171597633136,2024-03-12,2024
A-0078,0.5,0.2563025210084034,0.15789473684210525,Cabo,Zona Norte,Não,0.5164835164835164,2015-05-11,2015
A-0079,0.125,0.06512605042016807,0.15789473684210525,Seccionalizador,Zona Norte,Não,0.13334742180896028,2022-07-04,2022
A-0080,0.25,0.09243697478991597,0.05263157894736842,Cabo,Zona Sul,Sim,0.2275993237531699,2023-08-19,2023
A-0081,0.125,0.21848739495798322,1.0,Cabo,Centro,Não,0.1703296703296703,2021-01-21,2021
A-0082,0.5,0.18487394957983197,0.47368421052631576,Isolador,Zona Sul,Não,0.5832628909551986,2017-05-17,2017
A-0083,0.625,0.02941176470588236,0.15789473684210525,Seccionalizador,Centro,Não,0.5707945900253593,2024-08-28,2024
A-0084,0.25,0.35504201680672276,0.15789473684210525,Transformador,Zona Oeste,Não,0.3216398985629755,2011-07-26,2011
A-0085,0.125,0.11554621848739498,0.05263157894736842,Religador,Zona Norte,Não,0.13165680473372782,2022-10-21,2022
A-0086,0.375,0.05672268907563025,0.15789473684210525,Isolador,Zona Norte,Não,0.3581994928148774,2024-12-14,2024
A-0087,0.25,0.044117647058823525,0.15789473684210525,Seccionalizador,Zona Sul,Sim,0.2755705832628909,2024-10-25,2024
A-0088,0.625,0.35924369747899165,0.15789473684210525,Cabo,Zona Sul,Sim,0.5885460693153001,2016-11-28,2016
A-0089,0.625,0.01050420168067227,1.0,Seccionalizador,Centro,Não,0.7855029585798817,2024-12-19,2024
A-0090,0.625,0.23319327731092443,0.15789473684210525,Religador,Zona Sul,Sim,0.5961538461538461,2018-04-12,2018
A-0091,0.125,0.31302521008403367,0.15789473684210525,Religador,Centro,Não,0.12489433643279797,2015-05-11,2015
A-0092,0.0,0.12394957983193278,0.47368421052631576,Transformador,Zona Oeste,Não,0.02704987320371936,2020-02-13,2020
A-0093,0.125,0.4873949579831933,0.05263157894736842,Transformador,Zona Oeste,Não,0.14285714285714285,2014-12-09,2014
A-0094,0.25,0.06722689075630252,0.15789473684210525,Religador,Zona Norte,Sim,0.22633136094674555,2022-03-05,2022
A-0095,0.125,0.25420168067226895,0.15789473684210525,Isolador,Zona Oeste,Sim,0.19251901944209635,2015-11-20,2015
A-0096,0.0,0.18697478991596642,0.15789473684210525,Isolador,Zona Norte,Não,0.0646661031276416,2019-09-24,2019
A-0097,0.25,0.5294117647058824,0.47368421052631576,Cabo,Centro,Não,0.32523245984784444,2005-08-03,2005
A-0098,0.25,0.13445378151260504,0.15789473684210525,Transformador,Zona Oeste,Não,0.28085376162299236,2021-06-24,2021
A-0099,0.125,0.23529411764705888,0.47368421052631576,Cabo,Zona Sul,Sim,0.1927303465765004,2018-10-01,2018
A-0100,0.0,0.18487394957983197,0.15789473684210525,Transformador,Zona Norte,Sim,0.09763313609467456,2016-10-09,2016
A-0101,0.375,0.03571428571428572,0.15789473684210525,Religador,Zona Norte,Sim,0.33601014370245136,2024-03-01,2024
A-0102,0.375,0.1512605042016807,0.47368421052631576,Isolador,Zona Norte,Não,0.3981403212172443,2021-12-18,2021
A-0103,0.125,0.10294117647058823,0.05263157894736842,Isolador,Zona Oeste,Sim,0.11665257819103973,2021-12-20,2021
A-0104,0.0,0.18697478991596642,0.05263157894736842,Religador,Centro,Sim,0.01669484361792054,2023-05-09,2023
A-0105,0.0,0.23739495798319332,0.15789473684210525,Cabo,Zona Norte,Sim,0.01817413355874894,2015-11-28,2015
A-0106,0.5,0.42226890756302526,0.05263157894736842,Cabo,Zona Norte,Sim,0.4600591715976331,2024-10-12,2024
A-0107,0.125,0.0063025210084033615,0.0,Seccionalizador,Zona Norte,Não,0.13060016906170754,2024-12-19,2024
A-0108,0.375,0.17016806722689082,0.15789473684210525,Transformador,Zona Norte,Não,0.43998309382924766,2018-03-21,2018
A-0109,0.5,0.04831932773109244,0.15789473684210525,Cabo,Centro,Sim,0.4712595097210482,2023-05-19,2023
A-0110,0.125,0.2563025210084034,0.15789473684210525,Religador,Centro,Sim,0.14391377852916315,2015-05-18,2015
A-0111,0.125,0.6764705882352942,1.0,Cabo,Centro,Sim,0.2489433643279797,1996-11-15,1996
A-0112,0.0,0.1281512605042017,0.15789473684210525,Isolador,Zona Oeste,Sim,0.08685545224006763,2023-05-24,2023
A-0113,0.0,0.08403361344537816,0.47368421052631576,Transformador,Centro,Sim,0.04860524091293322,2024-06-22,2024
A-0114,0.0,0.1134453781512605,0.05263157894736842,Seccionalizador,Zona Sul,Não,0.05748098055790364,2021-06-03,2021
A-0115,0.375,0.04831932773109244,0.15789473684210525,Transformador,Zona Sul,Sim,0.4243448858833474,2024-06-14,2024
A-0116,0.25,0.0,0.47368421052631576,Isolador,Zona Oeste,Sim,0.312552831783601,2024-12-19,2024
A-0117,0.25,0.20798319327731096,0.15789473684210525,Isolador,Zona Oeste,Sim,0.2449281487743026,2019-08-25,2019
A-0118,0.125,0.16386554621848742,0.47368421052631576,Isolador,Centro,Não,0.21787827557058323,2022-08-17,2022
A-0119,0.25,0.0861344537815126,0.15789473684210525,Isolador,Centro,Não,0.28000845308537614,2021-10-27,2021
A-0120,0.25,0.060924369747899165,0.0,Religador,Zona Norte,Não,0.1813186813186813,2024-02-24,2024
A-0121,0.0,0.3109243697478992,0.15789473684210525,Seccionalizador,Centro,Não,0.052409129332206254,2022-10-20,2022
A-0122,0.125,0.39915966386554624,0.15789473684210525,Isolador,Zona Sul,Não,0.15469146238377007,2006-03-19,2006
A-0123,0.375,0.18907563025210086,0.47368421052631576,Isolador,Zona Sul,Sim,0.4856297548605241,2024-10-06,2024
A-0124,0.5,0.012605042016806726,0.05263157894736842,Cabo,Zona Oeste,Não,0.40236686390532544,2024-12-19,2024
A-0125,0.375,0.14705882352941177,1.0,Seccionalizador,Centro,Sim,0.529374471682164,2021-07-04,2021
A-0126,0.0,0.22058823529411767,1.0,Transformador,Zona Oeste,Não,0.05304311073541843,2015-08-25,2015
A-0127,0.0,0.13445378151260504,0.05263157894736842,Seccionalizador,Centro,Não,0.041631445477599324,2024-11-14,2024
A-0128,0.0,0.14705882352941177,0.15789473684210525,Seccionalizador,Zona Norte,Não,0.016060862214708368,2022-10-09,2022
A-0129,0.125,0.09243697478991597,0.47368421052631576,Seccionalizador,Zona Norte,Não,0.20435333896872357,2024-02-07,2024
A-0130,0.25,0.1365546218487395,1.0,Isolador,Zona Sul,Não,0.38884192730346573,2023-06-25,2023
A-0131,0.25,0.33193277310924374,0.15789473684210525,Isolador,Zona Norte,Não,0.26267962806424344,2015-02-06,2015
A-0132,0.625,0.19747899159663868,0.15789473684210525,Religador,Zona Oeste,Não,0.584742180896027,2023-02-21,2023
A-0133,0.125,0.1050420168067227,0.15789473684210525,Transformador,Zona Oeste,Não,0.16969568892645814,2023-10-22,2023
A-0134,0.375,0.13445378151260504,0.15789473684210525,Cabo,Zona Oeste,Não,0.41927303465765003,2024-09-26,2024
A-0135,0.5,0.4243697478991597,0.05263157894736842,Seccionalizador,Centro,Não,0.3894759087066779,2020-12-21,2020
A-0136,0.25,0.060924369747899165,0.47368421052631576,Transformador,Zona Oeste,Não,0.3284023668639053,2024-11-20,2024
A-0137,0.375,0.09243697478991597,0.0,Transformador,Zona Sul,Sim,0.31128486897717667,2024-07-15,2024
A-0138,0.25,0.14705882352941177,0.0,Religador,Centro,Sim,0.198647506339814,2023-07-12,2023
A-0139,0.125,0.09873949579831934,0.15789473684210525,Cabo,Centro,Não,0.15870667793744717,2021-02-21,2021
A-0140,0.5,0.40966386554621853,0.15789473684210525,Seccionalizador,Centro,Não,0.47337278106508873,2012-10-18,2012
A-0141,0.125,0.33823529411764713,0.15789473684210525,Cabo,Centro,Não,0.19442096365173286,2018-10-08,2018
A-0142,0.375,0.14495798319327732,0.15789473684210525,Religador,Zona Norte,Não,0.4021555367709213,2019-02-24,2019
A-0143,0.125,0.6407563025210085,0.15789473684210525,Isolador,Zona Oeste,Não,0.16737109044801352,2022-02-18,2022
A-0144,0.125,0.2100840336134454,0.05263157894736842,Transformador,Zona Norte,Sim,0.13799661876584954,2016-04-13,2016
A-0145,0.375,0.4663865546218488,0.15789473684210525,Seccionalizador,Zona Norte,Sim,0.36601859678782755,2011-12-09,2011
A-0146,0.0,0.43697478991596644,1.0,Isolador,Zona Oeste,Sim,0.08579881656804735,2020-03-03,2020
A-0147,0.125,0.23319327731092443,0.15789473684210525,Religador,Centro,Sim,0.15870667793744717,2017-02-07,2017
A-0148,0.125,0.05672268907563025,0.15789473684210525,Cabo,Zona Oeste,Não,0.1639898562975486,2024-05-11,2024
A-0149,0.0,0.1785714285714286,0.15789473684210525,Transformador,Zona Norte,Não,0.053888419273034664,2023-02-16,2023
A-0150,0.125,0.09033613445378152,1.0,Seccionalizador,Zona Norte,Não,0.1923076923076923,2021-11-20,2021
A-0151,0.25,0.2521008403361345,0.05263157894736842,Isolador,Zona Norte,Não,0.2210481825866441,2014-04-12,2014
A-0152,0.0,0.22268907563025217,0.15789473684210525,Isolador,Zona Norte,Sim,0.01162299239222316,2015-11-15,2015
A-0153,0.375,0.20168067226890762,0.47368421052631576,Transformador,Centro,Sim,0.40342349957734575,2021-03-03,2021
A-0154,0.5,0.30042016806722693,0.15789473684210525,Cabo,Zona Sul,Não,0.5272612003381234,2019-05-19,2019
A-0155,0.5,0.21638655462184878,0.0,Religador,Centro,Sim,0.35481825866441247,2023-10-17,2023
A-0156,0.125,0.1596638655462185,0.15789473684210525,Cabo,Zona Oeste,Sim,0.11686390532544379,2019-10-14,2019
A-0157,0.125,0.05252100840336135,0.0,Cabo,Zona Norte,Não,0.16631445477599324,2023-06-09,2023
A-0158,0.0,0.09873949579831934,0.15789473684210525,Cabo,Centro,Sim,0.015215553677092137,2023-02-04,2023
A-0159,0.0,0.06722689075630252,0.47368421052631576,Transformador,Zona Sul,Não,0.0650887573964497,2024-10-29,2024
A-0160,0.5,0.31302521008403367,0.05263157894736842,Transformador,Centro,Sim,0.4247675401521555,2016-01-25,2016
A-0161,0.25,0.1512605042016807,0.47368421052631576,Religador,Zona Sul,Sim,0.2751479289940828,2020-12-13,2020
A-0162,0.125,0.20378151260504207,0.0,Cabo,Zona Oeste,Sim,0.1257396449704142,2020-03-01,2020
A-0163,0.125,0.1134453781512605,0.47368421052631576,Transformador,Zona Sul,Sim,0.13186813186813187,2022-06-27,2022
A-0164,0.375,0.36764705882352944,0.15789473684210525,Religador,Centro,Não,0.4241335587489434,2019-11-14,2019
A-0165,0.5,0.26470588235294124,0.05263157894736842,Religador,Zona Norte,Não,0.4433643279797126,2018-07-31,2018
A-0166,0.5,0.18487394957983197,0.05263157894736842,Cabo,Zona Sul,Não,0.40384615384615385,2022-08-08,2022
A-0167,0.375,0.16386554621848742,1.0,Seccionalizador,Zona Oeste,Não,0.4619611158072696,2018-01-15,2018
A-0168,0.25,0.0819327731092437,0.0,Cabo,Centro,Sim,0.21238377007607775,2022-12-02,2022
A-0169,0.25,0.10084033613445378,0.05263157894736842,Seccionalizador,Zona Norte,Não,0.21386306001690616,2023-07-16,2023
A-0170,0.0,0.03571428571428572,0.15789473684210525,Religador,Zona Norte,Sim,0.027261200338123414,2024-02-08,2024
A-0171,0.5,0.26890756302521013,0.15789473684210525,Transformador,Centro,Sim,0.503803888419273,2014-09-20,2014
A-0172,0.25,0.28571428571428575,0.15789473684210525,Isolador,Zona Norte,Não,0.3110735418427726,2017-05-17,2017
A-0173,0.625,0.29621848739495804,0.05263157894736842,Religador,Zona Norte,Não,0.5289518174133558,2020-04-27,2020
A-0174,0.25,0.07142857142857144,0.05263157894736842,Transformador,Zona Oeste,Não,0.2698647506339814,2024-07-07,2024
A-0175,0.0,0.44537815126050423,0.05263157894736842,Religador,Zona Oeste,Sim,0.09150464919695689,2004-04-02,2004
A-0176,0.375,0.13025210084033614,0.05263157894736842,Cabo,Zona Sul,Sim,0.3144547759932375,2020-03-03,2020
A-0177,0.625,0.24579831932773114,0.15789473684210525,Seccionalizador,Zona Norte,Não,0.6445477599323753,2024-11-12,2024
A-0178,0.125,0.05042016806722689,0.47368421052631576,Religador,Centro,Sim,0.21027049873203718,2024-01-07,2024
A-0179,0.0,0.3802521008403362,0.05263157894736842,Transformador,Zona Oeste,Sim,0.036559594251901945,2007-03-06,2007
A-0180,1.0,0.2794117647058824,0.15789473684210525,Cabo,Zona Oeste,Sim,1.0,2024-05-04,2024
A-0181,0.125,0.13445378151260504,0.15789473684210525,Isolador,Zona Oeste,Sim,0.13884192730346576,2020-10-31,2020
A-0182,0.25,0.11554621848739498,1.0,Cabo,Zona Sul,Sim,0.31783601014370244,2024-05-27,2024
A-0183,0.375,0.273109243697479,1.0,Seccionalizador,Zona Norte,Não,0.518596787827557,2014-12-10,2014
A-0184,0.5,0.3802521008403362,0.47368421052631576,Cabo,Zona Oeste,Não,0.5703719357565511,2022-06-01,2022
A-0185,0.375,0.0819327731092437,0.05263157894736842,Isolador,Zona Norte,Não,0.3265004226542688,2024-05-15,2024
A-0186,0.0,0.15756302521008406,0.0,Transformador,Zona Norte,Sim,0.01775147928994083,2018-08-21,2018
A-0187,0.0,0.11134453781512606,0.15789473684210525,Religador,Zona Sul,Sim,0.07988165680473373,2021-07-01,2021
A-0188,0.375,0.3928571428571429,0.05263157894736842,Seccionalizador,Centro,Não,0.37468300929839393,2024-10-20,2024
A-0189,0.125,0.10084033613445378,0.15789473684210525,Isolador,Centro,Não,0.1709636517328825,2021-07-23,2021
A-0190,0.25,0.05252100840336135,0.47368421052631576,Seccionalizador,Zona Norte,Não,0.36284868977176665,2024-01-07,2024
A-0191,0.375,0.28151260504201686,0.47368421052631576,Cabo,Zona Norte,Não,0.42666948436179203,2019-10-13,2019
A-0192,0.625,0.42226890756302526,0.47368421052631576,Seccionalizador,Zona Oeste,Sim,0.6789940828402368,2012-11-25,2012
A-0193,0.25,0.2710084033613446,0.15789473684210525,Isolador,Centro,Não,0.2945900253592561,2019-04-20,2019
A-0194,0.375,0.35924369747899165,0.15789473684210525,Religador,Centro,Não,0.4152578191039729,2015-09-27,2015
A-0195,0.25,0.6134453781512605,0.15789473684210525,Religador,Centro,Sim,0.24683009298393913,2020-08-10,2020
A-0196,0.0,0.5336134453781514,0.0,Seccionalizador,Centro,Não,0.006973795435333897,2020-01-27,2020
A-0197,0.0,0.5378151260504203,0.47368421052631576,Transformador,Centro,Não,0.08453085376162299,2013-08-15,2013
A-0198,0.125,0.11134453781512606,0.0,Seccionalizador,Zona Sul,Sim,0.18512256973795435,2024-07-29,2024
A-0199,0.125,0.28571428571428575,0.15789473684210525,Cabo,Zona Norte,Sim,0.1792054099746407,2022-02-27,2022
A-0200,0.375,0.19327731092436978,0.15789473684210525,Religador,Zona Sul,Sim,0.36453930684699914,2023-06-07,2023
A-0201,0.125,0.19117647058823534,0.15789473684210525,Religador,Zona Oeste,Não,0.21639898562975482,2016-05-23,2016
A-0202,0.0,0.36974789915966394,0.47368421052631576,Religador,Zona Sul,Sim,0.09340659340659341,2022-11-01,2022
A-0203,0.125,0.2563025210084034,0.15789473684210525,Transformador,Centro,Sim,0.16525781910397294,2022-12-21,2022
A-0204,0.125,0.16176470588235298,0.47368421052631576,Transformador,Centro,Sim,0.21745562130177512,2023-09-29,2023
A-0205,0.0,0.09663865546218488,0.05263157894736842,Isolador,Zona Oeste,Não,0.08516483516483517,2021-12-17,2021
A-0206,0.125,0.25840336134453784,0.15789473684210525,Seccionalizador,Zona Norte,Não,0.20984784446322907,2020-09-03,2020
A-0207,0.25,0.14915966386554622,0.47368421052631576,Seccionalizador,Zona Oeste,Não,0.3505917159763314,2019-06-06,2019
A-0208,0.0,0.36974789915966394,0.15789473684210525,Cabo,Zona Oeste,Sim,0.06699070160608622,2013-11-18,2013
A-0209,0.25,0.3613445378151261,1.0,Religador,Zona Oeste,Não,0.3552409129332206,2022-11-14,2022
A-0210,0.25,0.23109243697478996,0.05263157894736842,Transformador,Zona Oeste,Não,0.2434488588334742,2019-06-24,2019
A-0211,0.375,0.06512605042016807,0.15789473684210525,Cabo,Zona Norte,Não,0.40131022823330514,2024-04-09,2024
A-0212,0.125,0.12184873949579833,0.15789473684210525,Cabo,Zona Norte,Não,0.19505494505494503,2024-10-05,2024
A-0213,0.25,0.5525210084033614,1.0,Transformador,Zona Oeste,Não,0.39327979712595096,2013-04-06,2013
A-0214,0.25,0.2521008403361345,0.05263157894736842,Seccionalizador,Zona Norte,Não,0.2434488588334742,2021-11-17,2021
A-0215,0.375,0.4201680672268908,0.47368421052631576,Religador,Centro,Sim,0.4537193575655114,2012-12-10,2012
A-0216,0.125,0.06932773109243698,0.15789473684210525,Seccionalizador,Zona Sul,Não,0.158072696534235,2024-11-20,2024
A-0217,0.25,1.0,0.05263157894736842,Cabo,Zona Norte,Não,0.26458157227387996,1993-02-08,1993
A-0218,0.125,0.02941176470588236,0.15789473684210525,Religador,Zona Oeste,Não,0.17751479289940825,2024-03-02,2024
A-0219,0.0,0.25420168067226895,0.15789473684210525,Isolador,Zona Sul,Não,0.0008453085376162298,2020-01-25,2020
A-0220,0.125,0.025210084033613446,0.15789473684210525,Cabo,Zona Norte,Não,0.16821639898562976,2024-05-11,2024
A-0221,0.125,0.36974789915966394,0.47368421052631576,Seccionalizador,Zona Oeste,Sim,0.139687235841082,2023-09-23,2023
A-0222,0.625,0.0819327731092437,0.15789473684210525,Seccionalizador,Zona Oeste,Sim,0.5621301775147929,2022-07-02,2022
A-0223,0.375,0.1512605042016807,0.15789473684210525,Seccionalizador,Zona Sul,Não,0.4188503803888419,2019-12-12,2019
A-0224,0.0,0.22058823529411767,0.15789473684210525,Transformador,Centro,Não,0.026204564666103127,2022-11-23,2022
A-0225,0.125,0.3025210084033614,0.0,Cabo,Zona Norte,Sim,0.11813186813186813,2022-08-31,2022
A-0226,0.25,0.14915966386554622,0.05263157894736842,Religador,Zona Sul,Sim,0.2007607776838546,2020-10-15,2020
A-0227,0.375,0.20168067226890762,0.15789473684210525,Seccionalizador,Centro,Não,0.3541842772612003,2021-04-23,2021
A-0228,0.125,0.21218487394957988,0.15789473684210525,Seccionalizador,Centro,Não,0.19188503803888418,2024-02-01,2024
A-0229,0.125,0.18067226890756308,0.05263157894736842,Transformador,Zona Sul,Não,0.1485629754860524,2021-10-07,2021
A-0230,0.125,0.14705882352941177,0.15789473684210525,Religador,Zona Norte,Não,0.20414201183431954,2023-03-19,2023
