ID_Ativo,Frequencia_Falhas,Tempo_Operacao,Numero_Clientes_Afetados,Tipo_Ativo,Localidade,Historico_Manutencao,Impacto_DEC_FEC,Data_Evento,Ano,Criticidade
A-0027,0.375,0.1596638655462185,0.4736842105263157,Seccionalizador,Zona Norte,Não,0.4300507185122569,2023-06-26,2023,0.33564107362035445
A-0028,0.125,0.1974789915966386,0.1578947368421052,Seccionalizador,Zona Norte,Não,0.2094251901944209,2024-02-16,2024,0.1617651638668547
A-0029,0.5,0.4621848739495799,0.1578947368421052,Transformador,Zona Sul,Não,0.5316990701606086,2012-03-01,2012,0.42340431656935584
A-0030,0.5,0.4012605042016807,0.1578947368421052,Isolador,Zona Norte,Sim,0.493026204564666,2021-12-25,2021,0.4012597190853919
A-0031,0.25,0.3865546218487395,0.1578947368421052,Seccionalizador,Zona Oeste,Não,0.2751479289940828,2015-08-02,2015,0.2750601268224512
A-0032,0.0,0.3466386554621849,0.4736842105263157,Cabo,Zona Sul,Não,0.0270498732037193,2019-09-16,2019,0.20143342606429054
A-0033,0.0,0.2752100840336135,0.4736842105263157,Religador,Centro,Sim,0.0733305156382079,2014-01-10,2014,0.184632918879168
A-0034,0.25,0.0336134453781512,0.1578947368421052,Cabo,Centro,Não,0.3079036348267117,2024-02-10,2024,0.17245334446453758
A-0035,0.25,0.1428571428571428,0.1578947368421052,Transformador,Zona Sul,Sim,0.2483093829247675,2019-01-15,2019,0.19926702851804065
A-0036,0.25,0.2121848739495798,1.0,Transformador,Centro,Não,0.2954353338968723,2022-05-04,2022,0.39319899557456117
A-0037,0.125,0.0777310924369747,1.0,Cabo,Zona Sul,Sim,0.2109044801352493,2024-05-15,2024,0.29440977574461735
A-0038,0.625,0.5168067226890757,0.1578947368421052,Isolador,Zona Norte,Não,0.6187658495350803,2011-04-29,2011,0.49849754912865174
A-0039,0.5,0.1302521008403361,0.1578947368421052,Transformador,Zona Norte,Sim,0.4896449704142011,2022-05-26,2022,0.31961907466194195
A-0040,0.0,0.0294117647058823,0.0526315789473684,Transformador,Centro,Não,0.0669907016060862,2024-10-14,2024,0.02604891536184699
A-0041,0.125,0.1239495798319327,1.0,Cabo,Zona Sul,Não,0.2030853761622992,2021-06-14,2021,0.3074934115658097
A-0042,0.25,0.2352941176470588,0.0526315789473684,Transformador,Centro,Não,0.2204142011834319,2016-03-12,2016,0.20315597120193454
A-0043,0.25,0.0777310924369747,0.1578947368421052,Isolador,Zona Sul,Não,0.2652155536770921,2024-09-20,2024,0.18141983046722265
A-0044,0.0,0.1533613445378151,0.0526315789473684,Isolador,Zona Norte,Não,0.044167371090448,2024-08-11,2024,0.060951456259863014
A-0045,0.25,0.0315126050420168,0.0526315789473684,Isolador,Zona Sul,Não,0.2869822485207101,2024-04-19,2024,0.14867832215414972
A-0046,0.25,0.1176470588235294,0.1578947368421052,Religador,Zona Norte,Sim,0.3245984784446323,2020-06-20,2020,0.1993329128599431
A-0047,0.375,0.1722689075630252,1.0,Isolador,Centro,Sim,0.5312764158918005,2018-12-02,2018,0.4548083138580876
A-0048,0.125,0.1596638655462185,0.0,Isolador,Zona Sul,Sim,0.158072696534235,2019-03-09,2019,0.11370642931728905
A-0049,0.0,0.3046218487394958,0.1578947368421052,Religador,Centro,Sim,0.0606508875739645,2016-08-15,2016,0.12903059074766624
A-0050,0.25,0.0693277310924369,0.0,Seccionalizador,Zona Norte,Não,0.2379543533389687,2022-08-08,2022,0.14459375466162794
A-0051,0.25,0.2247899159663866,0.0526315789473684,Transformador,Centro,Sim,0.2933220625528318,2023-01-24,2023,0.20729549683467285
A-0052,0.125,0.2605042016806723,0.1578947368421052,Isolador,Zona Sul,Não,0.1373626373626373,2023-09-13,2023,0.17346647160888645
A-0053,0.375,0.0924369747899159,0.1578947368421052,Transformador,Zona Oeste,Não,0.3918005071851225,2022-09-28,2022,0.24849009052390808
A-0054,0.25,0.0777310924369747,0.0526315789473684,Cabo,Zona Norte,Não,0.2669061707523246,2024-05-31,2024,0.16053626059579856
A-0055,0.375,0.5189075630252101,0.1578947368421052,Transformador,Zona Norte,Não,0.4070160608622146,2021-11-27,2021,0.37795282236220556
A-0056,0.25,0.1323529411764706,0.0,Religador,Zona Sul,Não,0.1918850380388841,2021-09-22,2021,0.1588943861568296
A-0057,0.0,0.2331932773109244,0.1578947368421052,Transformador,Centro,Sim,0.0608622147083685,2015-12-22,2015,0.1076231520325352
A-0058,0.25,0.2394957983193277,1.0,Transformador,Zona Oeste,Sim,0.375105663567202,2015-04-26,2015,0.40935930585251856
A-0059,0.125,0.042016806722689,1.0,Transformador,Centro,Não,0.195054945054945,2024-02-08,2024,0.2821105365223012
A-0060,0.125,0.1995798319327731,0.1578947368421052,Seccionalizador,Zona Oeste,Não,0.1948436179205409,2021-04-21,2021,0.16093725874030707
A-0061,0.375,0.1932773109243697,0.1578947368421052,Seccionalizador,Zona Sul,Não,0.3732037193575655,2024-07-22,2024,0.27688251258148855
A-0062,0.125,0.5210084033613446,1.0,Cabo,Zona Sul,Não,0.2440828402366863,2017-12-11,2017,0.430710805032072
A-0063,0.5,0.1932773109243697,0.0,Religador,Zona Sul,Não,0.3877852916314454,2020-10-05,2020,0.29676172244045546
A-0064,0.25,0.296218487394958,0.4736842105263157,Transformador,Zona Norte,Não,0.3245984784446323,2023-07-07,2023,0.3160622361682137
A-0065,0.0,0.3046218487394958,1.0,Transformador,Zona Norte,Sim,0.0023245984784446,2016-10-01,2016,0.29161901446969324
A-0066,0.5,0.1365546218487395,0.0,Transformador,Centro,Não,0.3493237531699069,2024-05-28,2024,0.27589876187161255
A-0067,0.625,0.6512605042016808,0.0526315789473684,Transformador,Zona Sul,Não,0.5534657650042265,2007-03-24,2007,0.5112510435504005
A-0068,0.25,0.088235294117647,1.0,Seccionalizador,Zona Sul,Sim,0.3353761622992392,2024-05-21,2024,0.36000820446521803
A-0069,0.0,0.0315126050420168,0.1578947368421052,Cabo,Zona Oeste,Sim,0.0526204564666103,2024-01-05,2024,0.046294774527687106
A-0070,0.0,0.1134453781512605,0.0,Isolador,Zona Norte,Não,0.0054945054945054,2024-08-25,2024,0.03458306399482869
A-0071,0.125,0.0231092436974789,0.0526315789473684,Religador,Centro,Sim,0.1846999154691462,2024-05-17,2024,0.08592908044563197
A-0072,0.125,0.0924369747899159,0.1578947368421052,Transformador,Zona Norte,Sim,0.1939983093829247,2023-02-02,2023,0.12870987074368828
A-0073,0.25,0.1722689075630252,0.1578947368421052,Cabo,Zona Sul,Não,0.2426035502958579,2023-03-04,2023,0.2075199746669144
A-0074,0.25,0.2079831932773109,0.4736842105263157,Isolador,Centro,Sim,0.3286136939983093,2021-01-13,2021,0.28999316948828735
A-0075,0.625,0.1239495798319327,1.0,Cabo,Centro,Não,0.8155114116652579,2024-04-27,2024,0.5687360151161056
A-0076,0.125,0.0924369747899159,0.0526315789473684,Seccionalizador,Zona Oeste,Sim,0.1642011834319526,2023-03-29,2023,0.10467752656964371
A-0077,0.25,0.111344537815126,0.1578947368421052,Isolador,Zona Norte,Não,0.2559171597633136,2024-03-12,2024,0.19057402468929022
A-0078,0.5,0.2563025210084034,0.1578947368421052,Cabo,Zona Norte,Não,0.5164835164835164,2015-05-11,2015,0.3601180553192937
A-0079,0.125,0.065126050420168,0.1578947368421052,Seccionalizador,Zona Norte,Não,0.1333474218089602,2022-07-04,2022,0.11445150467536745
A-0080,0.25,0.0924369747899159,0.0526315789473684,Cabo,Zona Sul,Sim,0.2275993237531699,2023-08-19,2023,0.16101734060176545
A-0081,0.125,0.2184873949579832,1.0,Cabo,Centro,Não,0.1703296703296703,2021-01-21,2021,0.332579185520362
A-0082,0.5,0.1848739495798319,0.4736842105263157,Isolador,Zona Sul,Não,0.5832628909551986,2017-05-17,2017,0.4085253160747325
A-0083,0.625,0.0294117647058823,0.1578947368421052,Seccionalizador,Centro,Não,0.5707945900253593,2024-08-28,2024,0.34748193578272163
A-0084,0.25,0.3550420168067227,0.1578947368421052,Transformador,Zona Oeste,Não,0.3216398985629755,2011-07-26,2011,0.27025554226673537
A-0085,0.125,0.1155462184873949,0.0526315789473684,Religador,Zona Norte,Não,0.1316568047337278,2022-10-21,2022,0.10835586180906492
A-0086,0.375,0.0567226890756302,0.1578947368421052,Isolador,Zona Norte,Não,0.3581994928148774,2024-12-14,2024,0.23441570337259787
A-0087,0.25,0.0441176470588235,0.1578947368421052,Seccionalizador,Zona Sul,Sim,0.2755705832628909,2024-10-25,2024,0.1723712998123572
A-0088,0.625,0.3592436974789916,0.1578947368421052,Cabo,Zona Sul,Sim,0.5885460693153001,2016-11-28,2016,0.4482066635436485
A-0089,0.625,0.0105042016806722,1.0,Seccionalizador,Centro,Não,0.7855029585798817,2024-12-19,2024,0.5317015563621899
A-0090,0.625,0.2331932773109244,0.1578947368421052,Religador,Zona Sul,Sim,0.5961538461538461,2018-04-12,2018,0.41115231517708295
A-0091,0.125,0.3130252100840336,0.1578947368421052,Religador,Centro,Não,0.1248943364327979,2015-05-11,2015,0.1879759440369109
A-0092,0.0,0.1239495798319327,0.4736842105263157,Transformador,Zona Oeste,Não,0.0270498732037193,2020-02-13,2020,0.1346267033752149
A-0093,0.125,0.4873949579831933,0.0526315789473684,Transformador,Zona Oeste,Não,0.1428571428571428,2014-12-09,2014,0.221030517470146
A-0094,0.25,0.0672268907563025,0.1578947368421052,Religador,Zona Norte,Sim,0.2263313609467455,2022-03-05,2022,0.17438015068998636
A-0095,0.125,0.2542016806722689,0.1578947368421052,Isolador,Zona Oeste,Sim,0.1925190194420963,2015-11-20,2015,0.17709135351431132
A-0096,0.0,0.1869747899159664,0.1578947368421052,Isolador,Zona Norte,Não,0.0646661031276416,2019-09-24,2019,0.09413799465597511
A-0097,0.25,0.5294117647058824,0.4736842105263157,Cabo,Centro,Não,0.3252324598478444,2005-08-03,2005,0.38608361750181225
A-0098,0.25,0.134453781512605,0.1578947368421052,Transformador,Zona Oeste,Não,0.2808537616229923,2021-06-24,2021,0.20000045798450178
A-0099,0.125,0.2352941176470588,0.4736842105263157,Cabo,Zona Sul,Sim,0.1927303465765004,2018-10-01,2018,0.23459811205703082
A-0100,0.0,0.1848739495798319,0.1578947368421052,Transformador,Zona Norte,Sim,0.0976331360946745,2016-10-09,2016,0.09680444585183806
A-0101,0.375,0.0357142857142857,0.1578947368421052,Religador,Zona Norte,Sim,0.3360101437024513,2024-03-01,2024,0.2258942474529519
A-0102,0.375,0.1512605042016807,0.4736842105263157,Isolador,Zona Norte,Não,0.3981403212172443,2021-12-18,2021,0.3299290254874918
A-0103,0.125,0.1029411764705882,0.0526315789473684,Isolador,Zona Oeste,Sim,0.1166525781910397,2021-12-20,2021,0.10307392654975411
A-0104,0.0,0.1869747899159664,0.0526315789473684,Religador,Centro,Sim,0.0166948436179205,2023-05-09,2023,0.06828823712605565
A-0105,0.0,0.2373949579831933,0.1578947368421052,Cabo,Zona Norte,Sim,0.0181741335587489,2015-11-28,2015,0.10461484811925391
A-0106,0.5,0.4222689075630252,0.0526315789473684,Cabo,Zona Norte,Sim,0.4600591715976331,2024-10-12,2024,0.38321290521814455
A-0107,0.125,0.0063025210084033,0.0,Seccionalizador,Zona Norte,Não,0.1306001690617075,2024-12-19,2024,0.06495077320869175
A-0108,0.375,0.1701680672268908,0.1578947368421052,Transformador,Zona Norte,Não,0.4399830938292476,2018-03-21,2018,0.27662767691941303
A-0109,0.5,0.0483193277310924,0.1578947368421052,Cabo,Centro,Sim,0.4712595097210482,2023-05-19,2023,0.2932006966598536
A-0110,0.125,0.2563025210084034,0.1578947368421052,Religador,Centro,Sim,0.1439137785291631,2015-05-18,2015,0.17286108152385835
A-0111,0.125,0.6764705882352942,1.0,Cabo,Centro,Sim,0.2489433643279797,1996-11-15,1996,0.4778355129033862
A-0112,0.0,0.1281512605042017,0.1578947368421052,Isolador,Zona Oeste,Sim,0.0868554522400676,2023-05-24,2023,0.0787098707436883
A-0113,0.0,0.0840336134453781,0.4736842105263157,Transformador,Centro,Sim,0.0486052409129332,2024-06-22,2024,0.1248074502301699
A-0114,0.0,0.1134453781512605,0.0526315789473684,Seccionalizador,Zona Sul,Não,0.0574809805579036,2021-06-03,2021,0.05030802729064219
A-0115,0.375,0.0483193277310924,0.1578947368421052,Transformador,Zona Sul,Sim,0.4243448858833474,2024-06-14,2024,0.2385092342760835
A-0116,0.25,0.0,0.4736842105263157,Isolador,Zona Oeste,Sim,0.312552831783601,2024-12-19,2024,0.22599212528362325
A-0117,0.25,0.2079831932773109,0.1578947368421052,Isolador,Zona Oeste,Sim,0.2449281487743026,2019-08-25,2019,0.2184667202290446
A-0118,0.125,0.1638655462184874,0.4736842105263157,Isolador,Centro,Não,0.2178782755705832,2022-08-17,2022,0.2156843335278677
A-0119,0.25,0.0861344537815126,0.1578947368421052,Isolador,Centro,Não,0.2800084530853761,2021-10-27,2021,0.18542012881141243
A-0120,0.25,0.0609243697478991,0.0,Religador,Zona Norte,Não,0.1813186813186813,2024-02-24,2024,0.13640917905623787
A-0121,0.0,0.3109243697478992,0.1578947368421052,Seccionalizador,Centro,Não,0.0524091293322062,2022-10-20,2022,0.13009717122601142
A-0122,0.125,0.3991596638655462,0.1578947368421052,Isolador,Zona Sul,Não,0.15469146238377,2006-03-19,2006,0.21679599276646191
A-0123,0.375,0.1890756302521008,0.4736842105263157,Isolador,Zona Sul,Sim,0.4856297548605241,2024-10-06,2024,0.35002250666694584
A-0124,0.5,0.0126050420168067,0.0526315789473684,Cabo,Zona Oeste,Não,0.4023668639053254,2024-12-19,2024,0.25454451478504825
A-0125,0.375,0.1470588235294117,1.0,Seccionalizador,Centro,Sim,0.529374471682164,2021-07-04,2021,0.44705509422704
A-0126,0.0,0.2205882352941176,1.0,Transformador,Zona Oeste,Não,0.0530431107354184,2015-08-25,2015,0.27148078166177714
A-0127,0.0,0.134453781512605,0.0526315789473684,Seccionalizador,Centro,Não,0.0416314454775993,2024-11-14,2024,0.05502559479101511
A-0128,0.0,0.1470588235294117,0.1578947368421052,Seccionalizador,Zona Norte,Não,0.0160608622147083,2022-10-09,2022,0.07730268064871539
A-0129,0.125,0.0924369747899159,0.4736842105263157,Seccionalizador,Zona Norte,Não,0.2043533389687235,2024-02-07,2024,0.19290326843911026
A-0130,0.25,0.1365546218487395,1.0,Isolador,Zona Sul,Não,0.3888419273034657,2023-06-25,2023,0.37985057928496846
A-0131,0.25,0.3319327731092437,0.1578947368421052,Isolador,Zona Norte,Não,0.2626796280642434,2015-02-06,2015,0.2574267421076185
A-0132,0.625,0.1974789915966386,0.1578947368421052,Religador,Zona Oeste,Não,0.584742180896027,2023-02-21,2023,0.3992968629370153
A-0133,0.125,0.1050420168067227,0.1578947368421052,Transformador,Zona Oeste,Não,0.1696956889264581,2023-10-22,2023,0.13006112130308367
A-0134,0.375,0.134453781512605,0.1578947368421052,Cabo,Zona Oeste,Não,0.41927303465765,2024-09-26,2024,0.26384238528796755
A-0135,0.5,0.4243697478991597,0.0526315789473684,Seccionalizador,Centro,Não,0.3894759087066779,2020-12-21,2020,0.3767848310298894
A-0136,0.25,0.0609243697478991,0.4736842105263157,Transformador,Zona Oeste,Não,0.3284023668639053,2024-11-20,2024,0.2458543897160234
A-0137,0.375,0.0924369747899159,0.0,Transformador,Zona Sul,Sim,0.3112848689771766,2024-07-15,2024,0.20885957933469246
A-0138,0.25,0.1470588235294117,0.0,Religador,Centro,Sim,0.198647506339814,2023-07-12,2023,0.16398239769280493
A-0139,0.125,0.0987394957983193,0.1578947368421052,Cabo,Centro,Não,0.1587066779374471,2021-02-21,2021,0.12707146390166155
A-0140,0.5,0.4096638655462185,0.1578947368421052,Seccionalizador,Centro,Não,0.4733727810650887,2012-10-18,2012,0.40181538513879544
A-0141,0.125,0.3382352941176471,0.1578947368421052,Cabo,Centro,Não,0.1944209636517328,2018-10-08,2018,0.20249163196888845
A-0142,0.375,0.1449579831932773,0.1578947368421052,Religador,Zona Norte,Não,0.4021555367709213,2019-02-24,2019,0.2652818960034964
A-0143,0.125,0.6407563025210085,0.1578947368421052,Isolador,Zona Oeste,Não,0.1673710904480135,2022-02-18,2022,0.29054294716952495
A-0144,0.125,0.2100840336134454,0.0526315789473684,Transformador,Zona Norte,Sim,0.1379966187658495,2016-04-13,2016,0.13735118775009225
A-0145,0.375,0.4663865546218488,0.1578947368421052,Seccionalizador,Zona Norte,Sim,0.3660185967878275,2011-12-09,2011,0.35809677343375845
A-0146,0.0,0.4369747899159664,1.0,Isolador,Zona Oeste,Sim,0.0857988165680473,2020-03-03,2020,0.3396723186315947
A-0147,0.125,0.2331932773109244,0.1578947368421052,Religador,Centro,Sim,0.1587066779374471,2017-02-07,2017,0.16740759835544308
A-0148,0.125,0.0567226890756302,0.1578947368421052,Cabo,Zona Oeste,Não,0.1639898562975486,2024-05-11,2024,0.11499473972086496
A-0149,0.0,0.1785714285714286,0.1578947368421052,Transformador,Zona Norte,Não,0.0538884192730346,2023-02-16,2023,0.09053921786715308
A-0150,0.125,0.0903361344537815,1.0,Seccionalizador,Zona Norte,Não,0.1923076923076923,2021-11-20,2021,0.2963316095669037
A-0151,0.25,0.2521008403361345,0.0526315789473684,Isolador,Zona Norte,Não,0.2210481825866441,2014-04-12,2014,0.20826138614897846
A-0152,0.0,0.2226890756302521,0.1578947368421052,Isolador,Zona Norte,Sim,0.0116229923922231,2015-11-15,2015,0.09954796929671898
A-0153,0.375,0.2016806722689076,0.4736842105263157,Transformador,Centro,Sim,0.4034234995773457,2021-03-03,2021,0.34558339374367
A-0154,0.5,0.3004201680672269,0.1578947368421052,Cabo,Zona Sul,Não,0.5272612003381234,2019-05-19,2019,0.37443111782240146
A-0155,0.5,0.2163865546218487,0.0,Religador,Centro,Sim,0.3548182586644124,2023-10-17,2023,0.30039779225299584
A-0156,0.125,0.1596638655462185,0.1578947368421052,Cabo,Zona Oeste,Sim,0.1168639053254437,2019-10-14,2019,0.14116449756483096
A-0157,0.125,0.0525210084033613,0.0,Cabo,Zona Norte,Não,0.1663144547759932,2023-06-09,2023,0.08238774799860771
A-0158,0.0,0.0987394957983193,0.1578947368421052,Cabo,Centro,Sim,0.0152155536770921,2023-02-04,2023,0.06272235147562603
A-0159,0.0,0.0672268907563025,0.4736842105263157,Transformador,Zona Sul,Não,0.0650887573964497,2024-10-29,2024,0.12141378507179887
A-0160,0.5,0.3130252100840336,0.0526315789473684,Transformador,Centro,Sim,0.4247675401521555,2016-01-25,2016,0.3469106328298993
A-0161,0.25,0.1512605042016807,0.4736842105263157,Religador,Zona Sul,Sim,0.2751479289940828,2020-12-13,2020,0.26762978626517564
A-0162,0.125,0.203781512605042,0.0,Cabo,Zona Oeste,Sim,0.1257396449704142,2020-03-01,2020,0.12370841827855403
A-0163,0.125,0.1134453781512605,0.4736842105263157,Transformador,Zona Sul,Sim,0.1318681318681318,2022-06-27,2022,0.19195726873745447
A-0164,0.375,0.3676470588235294,0.1578947368421052,Religador,Centro,Não,0.4241335587489434,2019-11-14,2019,0.3342864208903742
A-0165,0.5,0.2647058823529412,0.0526315789473684,Religador,Zona Norte,Não,0.4433643279797126,2018-07-31,2018,0.3342745132933273
A-0166,0.5,0.1848739495798319,0.0526315789473684,Cabo,Zona Sul,Não,0.4038461538461538,2022-08-08,2022,0.30637311604803863
A-0167,0.375,0.1638655462184874,1.0,Seccionalizador,Zona Oeste,Não,0.4619611158072696,2018-01-15,2018,0.4453557754462732
A-0168,0.25,0.0819327731092437,0.0,Cabo,Centro,Sim,0.2123837700760777,2022-12-02,2022,0.1458182089403809
A-0169,0.25,0.1008403361344537,0.0526315789473684,Seccionalizador,Zona Norte,Não,0.2138630600169061,2023-07-16,2023,0.16216472263150042
A-0170,0.0,0.0357142857142857,0.1578947368421052,Religador,Zona Norte,Sim,0.0272612003381234,2024-02-08,2024,0.04501935311651909
A-0171,0.5,0.2689075630252101,0.1578947368421052,Transformador,Centro,Sim,0.503803888419273,2014-09-20,2014,0.36263160511791137
A-0172,0.25,0.2857142857142857,0.1578947368421052,Isolador,Zona Norte,Não,0.3110735418427726,2017-05-17,2017,0.24840058726698402
A-0173,0.625,0.296218487394958,0.0526315789473684,Religador,Zona Norte,Não,0.5289518174133558,2020-04-27,2020,0.4022870437492967
A-0174,0.25,0.0714285714285714,0.0526315789473684,Transformador,Zona Oeste,Não,0.2698647506339814,2024-07-07,2024,0.15894136228144323
A-0175,0.0,0.4453781512605042,0.0526315789473684,Religador,Zona Oeste,Sim,0.0915046491969568,2004-04-02,2004,0.15329022608732062
A-0176,0.375,0.1302521008403361,0.0526315789473684,Cabo,Zona Sul,Sim,0.3144547759932375,2020-03-03,2020,0.23104742364089828
A-0177,0.625,0.2457983193277311,0.1578947368421052,Seccionalizador,Zona Norte,Não,0.6445477599323753,2024-11-12,2024,0.4197732191599779
A-0178,0.125,0.0504201680672268,0.4736842105263157,Religador,Centro,Sim,0.2102704987320371,2024-01-07,2024,0.18088994239863487
A-0179,0.0,0.3802521008403362,0.0526315789473684,Transformador,Zona Oeste,Sim,0.0365595942519019,2007-03-06,2007,0.12825790546676474
A-0180,1.0,0.2794117647058824,0.1578947368421052,Cabo,Zona Oeste,Sim,1.0,2024-05-04,2024,0.6154024767801858
A-0181,0.125,0.134453781512605,0.1578947368421052,Isolador,Zona Oeste,Sim,0.1388419273034657,2020-10-31,2020,0.13579927455254912
A-0182,0.25,0.1155462184873949,1.0,Cabo,Zona Sul,Sim,0.3178360101437024,2024-05-27,2024,0.36644746656058874
A-0183,0.375,0.273109243697479,1.0,Seccionalizador,Zona Norte,Não,0.518596787827557,2014-12-10,2014,0.48379245189199943
A-0184,0.5,0.3802521008403362,0.4736842105263157,Cabo,Zona Oeste,Não,0.5703719357565511,2022-06-01,2022,0.4658496659330192
A-0185,0.375,0.0819327731092437,0.0526315789473684,Isolador,Zona Norte,Não,0.3265004226542688,2024-05-15,2024,0.2177561899876737
A-0186,0.0,0.157563025210084,0.0,Transformador,Zona Norte,Sim,0.0177514792899408,2018-08-21,2018,0.04904405549201928
A-0187,0.0,0.111344537815126,0.1578947368421052,Religador,Zona Sul,Sim,0.0798816568047337,2021-07-01,2021,0.07297047439343221
A-0188,0.375,0.3928571428571429,0.0526315789473684,Seccionalizador,Centro,Não,0.3746830092983939,2024-10-20,2024,0.31585175957645595
A-0189,0.125,0.1008403361344537,0.1578947368421052,Isolador,Centro,Não,0.1709636517328825,2021-07-23,2021,0.1289274133820454
A-0190,0.25,0.0525210084033613,0.4736842105263157,Seccionalizador,Zona Norte,Não,0.3628486897717666,2024-01-07,2024,0.24677801360344823
A-0191,0.375,0.2815126050420168,0.4736842105263157,Cabo,Zona Norte,Não,0.426669484361792,2019-10-13,2019,0.3718575720540474
A-0192,0.625,0.4222689075630252,0.4736842105263157,Seccionalizador,Zona Oeste,Sim,0.6789940828402368,2012-11-25,2012,0.5393169226581943
A-0193,0.25,0.2710084033613446,0.1578947368421052,Isolador,Centro,Não,0.2945900253592561,2019-04-20,2019,0.24234047091275004
A-0194,0.375,0.3592436974789916,0.1578947368421052,Religador,Centro,Não,0.4152578191039729,2015-09-27,2015,0.33087783852251584
A-0195,0.25,0.6134453781512605,0.1578947368421052,Religador,Centro,Sim,0.2468300929839391,2020-08-10,2020,0.3402955701121931
A-0196,0.0,0.5336134453781514,0.0,Seccionalizador,Centro,Não,0.0069737954353338,2020-01-27,2020,0.16078141315697878
A-0197,0.0,0.5378151260504203,0.4736842105263157,Transformador,Centro,Não,0.0845308537616229,2013-08-15,2013,0.2645344652965515
A-0198,0.125,0.111344537815126,0.0,Seccionalizador,Zona Sul,Sim,0.1851225697379543,2024-07-29,2024,0.10191561831833323
A-0199,0.125,0.2857142857142857,0.1578947368421052,Cabo,Zona Norte,Sim,0.1792054099746407,2022-02-27,2022,0.1852137740801708
A-0200,0.375,0.1932773109243697,0.1578947368421052,Religador,Zona Sul,Sim,0.3645393068469991,2023-06-07,2023,0.2760160713304319
