ID_Ativo,Frequencia_Falhas,Impacto_DEC_FEC,Numero_Clientes_Afetados,Ponderacao_Total,Criticidade_Matriz,Data_Inspecao,Condicao,Medicoes,Observacoes,Discrepancia,Ajustes_Propostos
A-0063,0.7777777777777778,0.8307682203364263,0.1578947368421052,0.6749973466141027,0.7731188243126373,,,,,,Manter
A-0063,0.7777777777777778,0.8307682203364263,0.1578947368421052,0.6749973466141027,0.7731188243126373,,,,,,Manter
A-0060,0.8888888888888888,0.6128373574274473,0.4736842105263157,0.6954273406317976,0.7673811197990381,,,,,,Manter
A-0060,0.8888888888888888,0.6128373574266575,0.4736842105263157,0.6954273406314817,0.7673811197987379,,,,,,Manter
A-0060,0.8888888888888888,0.6128373574266573,0.4736842105263157,0.6954273406314816,0.7673811197987379,,,,,,Manter
A-0014,1.0,0.4922471750569641,0.0,0.5968988700227857,0.7670539265216464,,,,,,Manter
A-0014,1.0,0.4922471750569641,0.0,0.5968988700227857,0.7670539265216464,,,,,,Manter
A-0014,1.0,0.4922471750569123,0.0,0.596898870022765,0.7670539265216267,,,,,,Manter
A-0100,1.0,0.3823144666835923,1.0,0.7529257866734369,0.7652794973397651,,,,,,Manter
A-0100,1.0,0.3823144666828043,1.0,0.7529257866731218,0.7652794973394657,,,,,,Manter
A-0100,1.0,0.3823144666828042,1.0,0.7529257866731218,0.7652794973394657,,,,,,Manter
A-0008,0.8888888888888888,0.6249561029624698,0.1578947368421052,0.6371169441089646,0.7593546641549783,,,,,,Manter
A-0008,0.8888888888888888,0.6249561029624698,0.1578947368421052,0.6371169441089646,0.7593546641549783,,,,,,Manter
A-0008,0.8888888888888888,0.6249561029622599,0.1578947368421052,0.6371169441088805,0.7593546641548985,,,,,,Manter
A-0004,0.6666666666666666,0.9086191197852054,0.4736842105263157,0.724851156686012,0.7508893006060974,,,,,,Manter
A-0004,0.6666666666666666,0.9086191197852054,0.4736842105263157,0.724851156686012,0.7508893006060974,,,,,,Manter
A-0004,0.6666666666666666,0.908619119784976,0.4736842105263157,0.7248511566859203,0.7508893006060102,,,,,,Manter
A-0001,0.6666666666666666,0.7911442265423199,1.0,0.7831243572835946,0.7273014727527483,,,,,,Manter
A-0001,0.6666666666666666,0.7911442265415537,1.0,0.7831243572832882,0.7273014727524572,,,,,,Manter
A-0001,0.6666666666666666,0.7911442265415537,1.0,0.7831243572832882,0.7273014727524572,,,,,,Manter
A-0096,1.0,0.3315370193449099,0.0526315789473684,0.5431411235274377,0.7080893305089606,,,,,,Manter
A-0096,1.0,0.3315370193439308,0.0526315789473684,0.543141123527046,0.7080893305085885,,,,,,Manter
A-0096,1.0,0.3315370193439309,0.0526315789473684,0.5431411235270461,0.7080893305085885,,,,,,Manter
A-0055,0.7777777777777778,0.610419021171195,0.4736842105263157,0.6500155616848522,0.7020177075772178,,,,,,Manter
A-0055,0.7777777777777778,0.6104190211708331,0.4736842105263157,0.6500155616847075,0.7020177075770804,,,,,,Manter
A-0055,0.7777777777777778,0.6104190211708331,0.4736842105263157,0.6500155616847075,0.7020177075770804,,,,,,Manter
A-0050,0.5555555555555556,0.8607651912073946,1.0,0.76652829870518,0.6893129948810321,,,,,,Manter
A-0050,0.5555555555555556,0.8607651912073946,1.0,0.76652829870518,0.6893129948810321,,,,,,Manter
A-0050,0.5555555555555556,0.8607651912069813,1.0,0.7665282987050148,0.6893129948808752,,,,,,Manter
A-0043,0.5555555555555556,0.9432249611731452,0.1578947368421052,0.6310911540599013,0.6869634969417017,,,,,,Manter
A-0043,0.5555555555555556,0.9432249611731452,0.1578947368421052,0.6310911540599013,0.6869634969417017,,,,,,Manter
A-0043,0.5555555555555556,0.9432249611727056,0.1578947368421052,0.6310911540597255,0.6869634969415346,,,,,,Manter
A-0064,0.5555555555555556,0.9484179527238684,0.0526315789473684,0.6121157191012434,0.6847263074151869,,,,,,Manter
A-0064,0.5555555555555556,0.9484179527229598,0.0526315789473684,0.6121157191008799,0.6847263074148418,,,,,,Manter
A-0064,0.5555555555555556,0.9484179527229598,0.0526315789473684,0.6121157191008799,0.6847263074148418,,,,,,Manter
A-0006,0.6666666666666666,0.7677246487900771,0.0,0.5737565261826976,0.678402033206896,,,,,,Manter
A-0006,0.6666666666666666,0.7677246487890823,0.0,0.5737565261822997,0.6784020332065179,,,,,,Manter
A-0006,0.6666666666666666,0.7677246487890822,0.0,0.5737565261822996,0.6784020332065179,,,,,,Manter
A-0034,0.7777777777777778,0.5418902447397639,0.4736842105263157,0.6226040511122798,0.675976772533274,,,,,,Manter
A-0034,0.7777777777777778,0.5418902447397638,0.4736842105263157,0.6226040511122798,0.675976772533274,,,,,,Manter
A-0034,0.7777777777777778,0.5418902447395949,0.4736842105263157,0.6226040511122122,0.6759767725332098,,,,,,Manter
A-0017,1.0,0.1448977542710137,1.0,0.6579591017084055,0.6750611466229852,,,,,,Manter
A-0017,1.0,0.1448977542710137,1.0,0.6579591017084055,0.6750611466229852,,,,,,Manter
A-0017,1.0,0.1448977542707936,1.0,0.6579591017083175,0.6750611466229016,,,,,,Manter
A-0033,0.4444444444444444,0.9910824538284564,1.0,0.7742107593091603,0.6743891102325911,,,,,,Manter
A-0033,0.4444444444444444,0.9910824538275594,1.0,0.7742107593088017,0.6743891102322503,,,,,,Manter
A-0033,0.4444444444444444,0.9910824538275594,1.0,0.7742107593088017,0.6743891102322503,,,,,,Manter
A-0012,0.6666666666666666,0.7283952180931397,0.1578947368421052,0.5896037012723435,0.669772639015744,,,,,,Manter
A-0012,0.6666666666666666,0.7283952180927004,0.1578947368421052,0.5896037012721679,0.6697726390155769,,,,,,Manter
A-0012,0.6666666666666666,0.7283952180927004,0.1578947368421052,0.5896037012721679,0.6697726390155769,,,,,,Manter
A-0086,0.6666666666666666,0.6901474854637916,0.4736842105263157,0.6374625029574464,0.66787007956396,,,,,,Manter
A-0086,0.6666666666666666,0.6901474854637915,0.4736842105263157,0.6374625029574464,0.66787007956396,,,,,,Manter
A-0086,0.6666666666666666,0.6901474854634336,0.4736842105263157,0.6374625029573032,0.667870079563824,,,,,,Manter
A-0069,0.7777777777777778,0.5375916431557698,0.1578947368421052,0.5577267157418401,0.6617117249839879,,,,,,Manter
A-0069,0.7777777777777778,0.5375916431557698,0.1578947368421052,0.5577267157418401,0.6617117249839879,,,,,,Manter
A-0069,0.7777777777777778,0.5375916431551753,0.1578947368421052,0.5577267157416023,0.6617117249837619,,,,,,Manter
A-0073,0.7777777777777778,0.5040899522006913,0.4736842105263157,0.6074839340966508,0.6616126613684264,,,,,,Manter
A-0073,0.7777777777777778,0.5040899522006913,0.4736842105263157,0.6074839340966508,0.6616126613684264,,,,,,Manter
A-0073,0.7777777777777778,0.5040899521999009,0.4736842105263157,0.6074839340963346,0.6616126613681261,,,,,,Manter
A-0074,0.6666666666666666,0.5908825503081936,1.0,0.7030196867899441,0.6512020357837802,,,,,,Manter
A-0074,0.6666666666666666,0.5908825503081936,1.0,0.7030196867899441,0.6512020357837802,,,,,,Manter
A-0074,0.6666666666666666,0.5908825503072943,1.0,0.7030196867895844,0.6512020357834385,,,,,,Manter
A-0009,0.6666666666666666,0.5547601288145222,1.0,0.6885707181924756,0.6374755156161851,,,,,,Manter
A-0009,0.6666666666666666,0.5547601288145222,1.0,0.6885707181924756,0.6374755156161851,,,,,,Manter
A-0009,0.6666666666666666,0.5547601288138362,1.0,0.6885707181922012,0.6374755156159244,,,,,,Manter
A-0080,0.6666666666666666,0.6038966077580997,0.4736842105263157,0.6029621518751697,0.6350947460357972,,,,,,Manter
A-0080,0.6666666666666666,0.6038966077580997,0.4736842105263157,0.6029621518751697,0.6350947460357972,,,,,,Manter
A-0080,0.6666666666666666,0.6038966077575235,0.4736842105263157,0.6029621518749392,0.6350947460355783,,,,,,Manter
A-0066,0.4444444444444444,0.979966437768834,0.0526315789473684,0.5802906686747851,0.6322702872878293,,,,,,Manter
A-0066,0.4444444444444444,0.979966437768834,0.0526315789473684,0.5802906686747851,0.6322702872878293,,,,,,Manter
A-0066,0.4444444444444444,0.9799664377679888,0.0526315789473684,0.580290668674447,0.6322702872875082,,,,,,Manter
A-0053,0.4444444444444444,0.9503413530992466,0.1578947368421052,0.5894932663858975,0.6252232814291757,,,,,,Manter
A-0053,0.4444444444444444,0.9503413530992466,0.1578947368421052,0.5894932663858975,0.6252232814291757,,,,,,Manter
A-0053,0.4444444444444444,0.9503413530987836,0.1578947368421052,0.5894932663857123,0.6252232814289997,,,,,,Manter
A-0075,0.5555555555555556,0.7969734582304409,0.0,0.5410116055143986,0.6250721363497898,,,,,,Manter
A-0075,0.5555555555555556,0.7969734582303267,0.0,0.5410116055143529,0.6250721363497465,,,,,,Manter
A-0075,0.5555555555555556,0.7969734582303267,0.0,0.5410116055143529,0.6250721363497465,,,,,,Manter
A-0089,0.6666666666666666,0.5074365820275233,1.0,0.6696412994776759,0.6194925678371255,,,,,,Manter
A-0089,0.6666666666666666,0.5074365820270819,1.0,0.6696412994774994,0.6194925678369578,,,,,,Manter
A-0089,0.6666666666666666,0.5074365820270819,1.0,0.6696412994774994,0.6194925678369578,,,,,,Manter
A-0062,1.0,0.0599935483802915,0.1578947368421052,0.4555763667205377,0.609113337858195,,,,,,Manter
A-0062,1.0,0.0599935483802915,0.1578947368421052,0.4555763667205377,0.609113337858195,,,,,,Manter
A-0062,1.0,0.059993548379325,0.1578947368421052,0.455576366720151,0.6091133378578277,,,,,,Manter
A-0056,0.6666666666666666,0.5753681022001457,0.0526315789473684,0.5073402233361987,0.6074118086606168,,,,,,Manter
A-0056,0.6666666666666666,0.5753681021999766,0.0526315789473684,0.507340223336131,0.6074118086605526,,,,,,Manter
A-0056,0.6666666666666666,0.5753681021999766,0.0526315789473684,0.507340223336131,0.6074118086605526,,,,,,Manter
A-0057,0.5555555555555556,0.7108925245350967,0.0526315789473684,0.5171055478257346,0.5944666447034537,,,,,,Manter
A-0057,0.5555555555555556,0.7108925245350967,0.0526315789473684,0.5171055478257346,0.5944666447034537,,,,,,Manter
A-0057,0.5555555555555556,0.7108925245349622,0.0526315789473684,0.5171055478256809,0.5944666447034026,,,,,,Manter
A-0010,0.4444444444444444,0.8686823302063786,0.0,0.5252507098603293,0.5878770632562016,,,,,,Manter
A-0010,0.4444444444444444,0.8686823302059424,0.0,0.5252507098601548,0.587877063256036,,,,,,Manter
A-0010,0.4444444444444444,0.8686823302059422,0.0,0.5252507098601547,0.5878770632560357,,,,,,Manter
A-0054,1.0,0.0070835544907475,0.0526315789473684,0.4133597375857727,0.5847970138643788,,,,,,Manter
A-0054,1.0,0.007083554490487,0.0526315789473684,0.4133597375856684,0.5847970138642798,,,,,,Manter
A-0054,1.0,0.007083554490487,0.0526315789473684,0.4133597375856684,0.5847970138642798,,,,,,Manter
A-0084,0.8888888888888888,0.0759251066606532,1.0,0.5859255982198168,0.5844070960866038,,,,,,Manter
A-0084,0.8888888888888888,0.0759251066606253,1.0,0.5859255982198057,0.5844070960865931,,,,,,Manter
A-0084,0.8888888888888888,0.0759251066606253,1.0,0.5859255982198057,0.5844070960865931,,,,,,Manter
A-0023,0.6666666666666666,0.4988498770042132,0.1578947368421052,0.497785564836773,0.5825454094019519,,,,,,Manter
A-0023,0.6666666666666666,0.4988498770042132,0.1578947368421052,0.497785564836773,0.5825454094019519,,,,,,Manter
A-0023,0.6666666666666666,0.4988498770041726,0.1578947368421052,0.4977855648367568,0.5825454094019364,,,,,,Manter
A-0016,0.6666666666666666,0.5096691082870117,0.0,0.4705343099814714,0.5803409278157311,,,,,,Manter
A-0016,0.6666666666666666,0.5096691082870117,0.0,0.4705343099814714,0.5803409278157311,,,,,,Manter
A-0016,0.6666666666666666,0.5096691082866907,0.0,0.4705343099813429,0.5803409278156091,,,,,,Manter
A-0072,0.8888888888888888,0.1355124825685671,0.0526315789473684,0.4202868643724561,0.5691555620895058,,,,,,Manter
A-0072,0.8888888888888888,0.1355124825676777,0.0526315789473684,0.4202868643721003,0.5691555620891677,,,,,,Manter
A-0072,0.8888888888888888,0.1355124825676777,0.0526315789473684,0.4202868643721003,0.5691555620891677,,,,,,Manter
A-0099,0.4444444444444444,0.6725215687267397,1.0,0.6467864052684738,0.553335973893939,,,,,,Manter
A-0099,0.4444444444444444,0.6725215687264925,1.0,0.6467864052683747,0.5533359738938449,,,,,,Manter
A-0099,0.4444444444444444,0.6725215687264923,1.0,0.6467864052683747,0.5533359738938448,,,,,,Manter
A-0058,0.3333333333333333,0.8208258561660786,1.0,0.6616636757997647,0.5452471586764431,,,,,,Manter
A-0058,0.3333333333333333,0.8208258561660786,1.0,0.6616636757997647,0.5452471586764431,,,,,,Manter
A-0058,0.3333333333333333,0.8208258561655565,1.0,0.661663675799556,0.5452471586762447,,,,,,Manter
A-0002,0.3333333333333333,0.9159856997123856,0.0,0.4997276132182875,0.5414078992240399,,,,,,Manter
A-0002,0.3333333333333333,0.9159856997121706,0.0,0.4997276132182016,0.5414078992239582,,,,,,Manter
A-0002,0.3333333333333333,0.9159856997121704,0.0,0.4997276132182014,0.541407899223958,,,,,,Manter
A-0051,0.5555555555555556,0.5435507742833243,0.1578947368421052,0.471221479303973,0.5350873059235697,,,,,,Manter
A-0051,0.5555555555555556,0.5435507742829926,0.1578947368421052,0.4712214793038403,0.5350873059234437,,,,,,Manter
A-0051,0.5555555555555556,0.5435507742829926,0.1578947368421052,0.4712214793038403,0.5350873059234437,,,,,,Manter
A-0094,0.8888888888888888,0.0431233911845583,0.0526315789473684,0.3833312278188526,0.5340477073635824,,,,,,Manter
A-0094,0.8888888888888888,0.0431233911845583,0.0526315789473684,0.3833312278188526,0.5340477073635824,,,,,,Manter
A-0094,0.8888888888888888,0.0431233911839547,0.0526315789473684,0.3833312278186111,0.534047707363353,,,,,,Manter
A-0018,0.5555555555555556,0.4902494042600036,0.1578947368421052,0.4499009312946447,0.5148327853147079,,,,,,Manter
A-0018,0.5555555555555556,0.4902494042600037,0.1578947368421052,0.4499009312946447,0.5148327853147079,,,,,,Manter
A-0018,0.5555555555555556,0.4902494042597559,0.1578947368421052,0.4499009312945456,0.5148327853146137,,,,,,Manter
A-0013,0.5555555555555556,0.3493611464423165,1.0,0.5619666807991488,0.4949794578703025,,,,,,Manter
A-0013,0.5555555555555556,0.349361146441447,1.0,0.5619666807988011,0.4949794578699721,,,,,,Manter
A-0013,0.5555555555555556,0.349361146441447,1.0,0.5619666807988011,0.4949794578699721,,,,,,Manter
A-0041,0.3333333333333333,0.7858358850672844,0.0,0.4476676873602471,0.4919509696589014,,,,,,Manter
A-0041,0.3333333333333333,0.7858358850668555,0.0,0.4476676873600755,0.4919509696587384,,,,,,Manter
A-0041,0.3333333333333333,0.7858358850668555,0.0,0.4476676873600755,0.4919509696587384,,,,,,Manter
A-0044,0.7777777777777778,0.0850502409374396,0.0526315789473684,0.3556575232755606,0.48553546582523294,,,,,,Manter
A-0044,0.7777777777777778,0.0850502409366823,0.0526315789473684,0.3556575232752577,0.4855354658249451,,,,,,Manter
A-0044,0.7777777777777778,0.0850502409366823,0.0526315789473684,0.3556575232752577,0.4855354658249451,,,,,,Manter
A-0067,0.5555555555555556,0.345330220452732,0.4736842105263157,0.4550911525085782,0.47239507441531303,,,,,,Manter
A-0067,0.5555555555555556,0.3453302204526361,0.4736842105263157,0.4550911525085399,0.4723950744152766,,,,,,Manter
A-0067,0.5555555555555556,0.345330220452636,0.4736842105263157,0.4550911525085399,0.47239507441527656,,,,,,Manter
A-0036,0.3333333333333333,0.6496762863077382,0.4736842105263157,0.4879406899616917,0.4591576905513265,,,,,,Manter
A-0036,0.3333333333333333,0.6496762863077382,0.4736842105263157,0.4879406899616917,0.4591576905513265,,,,,,Manter
A-0036,0.3333333333333333,0.6496762863069911,0.4736842105263157,0.487940689961393,0.4591576905510426,,,,,,Manter
A-0070,0.5555555555555556,0.3386696825767782,0.1578947368421052,0.3892690426213546,0.4572324910750822,,,,,,Manter
A-0070,0.5555555555555556,0.3386696825761944,0.1578947368421052,0.389269042621121,0.4572324910748603,,,,,,Manter
A-0070,0.5555555555555556,0.3386696825761945,0.1578947368421052,0.389269042621121,0.4572324910748603,,,,,,Manter
A-0005,0.6666666666666666,0.1811481994406635,0.0,0.3391259464429321,0.4555029824541188,,,,,,Manter
A-0005,0.6666666666666666,0.1811481994404731,0.0,0.3391259464428559,0.4555029824540464,,,,,,Manter
A-0005,0.6666666666666666,0.1811481994404731,0.0,0.3391259464428559,0.4555029824540464,,,,,,Manter
A-0093,0.1111111111111111,0.9808712719486912,0.1578947368421052,0.4683719005923419,0.44349131725863133,,,,,,Manter
A-0093,0.1111111111111111,0.9808712719486912,0.1578947368421052,0.4683719005923419,0.44349131725863133,,,,,,Manter
A-0093,0.1111111111111111,0.9808712719480394,0.1578947368421052,0.4683719005920813,0.4434913172583836,,,,,,Manter
A-0079,0.2222222222222222,0.7930617185881192,0.1578947368421052,0.4376925236925577,0.43656813142605844,,,,,,Manter
A-0079,0.2222222222222222,0.7930617185872229,0.1578947368421052,0.4376925236921991,0.43656813142571776,,,,,,Manter
A-0079,0.2222222222222222,0.7930617185872229,0.1578947368421052,0.4376925236921991,0.43656813142571776,,,,,,Manter
A-0097,0.5555555555555556,0.2736340996110781,0.1578947368421052,0.3632548094350745,0.43251896954811614,,,,,,Manter
A-0097,0.5555555555555556,0.2736340996104143,0.1578947368421052,0.363254809434809,0.4325189695478639,,,,,,Manter
A-0097,0.5555555555555556,0.2736340996104142,0.1578947368421052,0.3632548094348089,0.43251896954786384,,,,,,Manter
A-0042,0.2222222222222222,0.6829079695977216,1.0,0.5620520767279775,0.42839391733602306,,,,,,Manter
A-0042,0.2222222222222222,0.6829079695977216,1.0,0.5620520767279775,0.42839391733602306,,,,,,Manter
A-0042,0.2222222222222222,0.682907969597034,1.0,0.5620520767277025,0.4283939173357618,,,,,,Manter
A-0026,0.2222222222222222,0.7413931461865316,0.0,0.3854461473635016,0.4106182844397709,,,,,,Manter
A-0026,0.2222222222222222,0.7413931461865316,0.0,0.3854461473635016,0.4106182844397709,,,,,,Manter
A-0026,0.2222222222222222,0.7413931461856792,0.0,0.3854461473631606,0.410618284439447,,,,,,Manter
A-0031,0.5555555555555556,0.2322849993452361,0.0,0.3151362219603167,0.410490521973412,,,,,,Manter
A-0031,0.5555555555555556,0.2322849993452361,0.0,0.3151362219603167,0.410490521973412,,,,,,Manter
A-0031,0.5555555555555556,0.2322849993451229,0.0,0.3151362219602714,0.410490521973369,,,,,,Manter
A-0021,0.4444444444444444,0.3292329595291151,0.4736842105263157,0.404207803694687,0.40183367081989413,,,,,,Manter
A-0021,0.4444444444444444,0.3292329595291151,0.4736842105263157,0.404207803694687,0.40183367081989413,,,,,,Manter
A-0021,0.4444444444444444,0.3292329595288868,0.4736842105263157,0.4042078036945957,0.40183367081980736,,,,,,Manter
A-0007,0.0,1.0,0.4736842105263157,0.4947368421052632,0.3989473684210526,,,,,,Manter
A-0007,0.0,1.0,0.4736842105263157,0.4947368421052632,0.3989473684210526,,,,,,Manter
A-0007,0.0,0.9999999999999362,0.4736842105263157,0.4947368421052376,0.39894736842102835,,,,,,Manter
A-0015,0.6666666666666666,0.0143344696602898,0.1578947368421052,0.3039794018992036,0.398429554611261,,,,,,Manter
A-0015,0.6666666666666666,0.014334469659805,0.1578947368421052,0.3039794018990097,0.39842955461107676,,,,,,Manter
A-0015,0.6666666666666666,0.014334469659805,0.1578947368421052,0.3039794018990097,0.39842955461107676,,,,,,Manter
A-0087,0.6666666666666666,0.0265552781418897,0.0,0.2772887779234225,0.39675767236058473,,,,,,Manter
A-0087,0.6666666666666666,0.0265552781418897,0.0,0.2772887779234225,0.39675767236058473,,,,,,Manter
A-0087,0.6666666666666666,0.0265552781411347,0.0,0.2772887779231205,0.39675767236029785,,,,,,Manter
A-0078,0.1111111111111111,0.8683912112641318,0.0526315789473684,0.4023272447395708,0.39653836788270924,,,,,,Manter
A-0078,0.1111111111111111,0.8683912112635104,0.0526315789473684,0.4023272447393223,0.3965383678824731,,,,,,Manter
A-0078,0.1111111111111111,0.8683912112635104,0.0526315789473684,0.4023272447393223,0.3965383678824731,,,,,,Manter
A-0065,0.1111111111111111,0.8579341542469938,0.0,0.387618106143242,0.39045942305830206,,,,,,Manter
A-0065,0.1111111111111111,0.8579341542466135,0.0,0.3876181061430898,0.39045942305815756,,,,,,Manter
A-0065,0.1111111111111111,0.8579341542466135,0.0,0.3876181061430898,0.39045942305815756,,,,,,Manter
A-0011,0.1111111111111111,0.8399459618461457,0.0526315789473684,0.3909491449723764,0.3857291731038745,,,,,,Manter
A-0011,0.1111111111111111,0.8399459618461457,0.0526315789473684,0.3909491449723764,0.3857291731038745,,,,,,Manter
A-0011,0.1111111111111111,0.8399459618456511,0.0526315789473684,0.3909491449721786,0.3857291731036866,,,,,,Manter
A-0045,0.2222222222222222,0.6320568078568383,0.1578947368421052,0.3732905594000452,0.37538626534817165,,,,,,Manter
A-0045,0.2222222222222222,0.6320568078568383,0.1578947368421052,0.3732905594000452,0.37538626534817165,,,,,,Manter
A-0045,0.2222222222222222,0.6320568078559061,0.1578947368421052,0.3732905593996724,0.37538626534781744,,,,,,Manter
A-0025,0.1111111111111111,0.7485429456059701,0.4736842105263157,0.4385984647920957,0.3678381321957657,,,,,,Manter
A-0025,0.1111111111111111,0.7485429456052104,0.4736842105263157,0.4385984647917918,0.367838132195477,,,,,,Manter
A-0025,0.1111111111111111,0.7485429456052104,0.4736842105263157,0.4385984647917918,0.367838132195477,,,,,,Manter
A-0049,0.2222222222222222,0.5661681883371632,0.4736842105263157,0.4100930063290173,0.36298016887806356,,,,,,Manter
A-0049,0.2222222222222222,0.5661681883367015,0.4736842105263157,0.4100930063288326,0.3629801688778881,,,,,,Manter
A-0049,0.2222222222222222,0.5661681883367015,0.4736842105263157,0.4100930063288326,0.3629801688778881,,,,,,Manter
A-0092,0.3333333333333333,0.439226850405553,0.0,0.3090240734955545,0.36023953648744345,,,,,,Manter
A-0092,0.3333333333333333,0.4392268504051638,0.0,0.3090240734953988,0.36023953648729556,,,,,,Manter
A-0092,0.3333333333333333,0.4392268504051637,0.0,0.3090240734953988,0.3602395364872955,,,,,,Manter
A-0024,0.2222222222222222,0.5350496272915746,0.0526315789473684,0.3134350555949924,0.33431301041758194,,,,,,Manter
A-0024,0.2222222222222222,0.5350496272915746,0.0526315789473684,0.3134350555949924,0.33431301041758194,,,,,,Manter
A-0024,0.2222222222222222,0.5350496272907695,0.0526315789473684,0.3134350555946704,0.33431301041727607,,,,,,Manter
A-0048,0.1111111111111111,0.585891293173449,1.0,0.4788009617138241,0.3270831358503551,,,,,,Manter
A-0048,0.1111111111111111,0.5858912931732194,1.0,0.4788009617137322,0.3270831358502678,,,,,,Manter
A-0048,0.1111111111111111,0.5858912931732192,1.0,0.4788009617137321,0.3270831358502677,,,,,,Manter
A-0039,0.5555555555555556,0.00681650429412,0.0526315789473684,0.2354751397293439,0.3269177570118826,,,,,,Manter
A-0039,0.5555555555555556,0.0068165042932313,0.0526315789473684,0.2354751397289884,0.32691775701154485,,,,,,Manter
A-0039,0.5555555555555556,0.0068165042932313,0.0526315789473684,0.2354751397289884,0.32691775701154485,,,,,,Manter
A-0068,0.3333333333333333,0.3088235507461653,0.0,0.2568627536317994,0.31068628261687614,,,,,,Manter
A-0068,0.3333333333333333,0.3088235507459957,0.0,0.2568627536317316,0.3106862826168117,,,,,,Manter
A-0068,0.3333333333333333,0.3088235507459956,0.0,0.2568627536317316,0.3106862826168117,,,,,,Manter
A-0029,0.4444444444444444,0.1221917823561095,0.0,0.2266544907202216,0.3042106550730994,,,,,,Manter
A-0029,0.4444444444444444,0.1221917823561095,0.0,0.2266544907202216,0.3042106550730994,,,,,,Manter
A-0029,0.4444444444444444,0.1221917823560801,0.0,0.2266544907202098,0.3042106550730882,,,,,,Manter
A-0019,0.0,0.7655635867925963,0.0,0.3062254347170385,0.29091416298118655,,,,,,Manter
A-0019,0.0,0.7655635867925963,0.0,0.3062254347170385,0.29091416298118655,,,,,,Manter
A-0019,0.0,0.765563586792424,0.0,0.3062254347169696,0.2909141629811211,,,,,,Manter
A-0095,0.2222222222222222,0.3857455033805579,0.0,0.243187090241112,0.2754721801735009,,,,,,Manter
A-0095,0.2222222222222222,0.3857455033798967,0.0,0.2431870902408476,0.27547218017324965,,,,,,Manter
A-0095,0.2222222222222222,0.3857455033798967,0.0,0.2431870902408476,0.27547218017324965,,,,,,Manter
A-0030,0.3333333333333333,0.20641579692319,0.0,0.2158996521026093,0.2717713361641455,,,,,,Manter
A-0030,0.3333333333333333,0.2064157969227932,0.0,0.2158996521024506,0.27177133616399474,,,,,,Manter
A-0030,0.3333333333333333,0.2064157969227933,0.0,0.2158996521024506,0.27177133616399474,,,,,,Manter
A-0022,0.2222222222222222,0.3174911476072039,0.4736842105263157,0.3106221900370336,0.26848289340067905,,,,,,Manter
A-0022,0.2222222222222222,0.3174911476066523,0.4736842105263157,0.310622190036813,0.2684828934004694,,,,,,Manter
A-0022,0.2222222222222222,0.3174911476066522,0.4736842105263157,0.3106221900368129,0.2684828934004694,,,,,,Manter
A-0037,0.4444444444444444,0.022293698951276,0.0,0.1866952573582882,0.2662493833792626,,,,,,Manter
A-0037,0.4444444444444444,0.022293698951276,0.0,0.1866952573582882,0.2662493833792626,,,,,,Manter
A-0037,0.4444444444444444,0.0222936989511752,0.0,0.1866952573582478,0.2662493833792243,,,,,,Manter
A-0020,0.1111111111111111,0.5107542582956242,0.1578947368421052,0.2803250951311152,0.2648468520704659,,,,,,Manter
A-0020,0.1111111111111111,0.510754258295624,0.1578947368421052,0.2803250951311151,0.26484685207046577,,,,,,Manter
A-0020,0.1111111111111111,0.5107542582955186,0.1578947368421052,0.2803250951310729,0.2648468520704257,,,,,,Manter
